id,hotel_name,hotel_rating,hotel_experience,amenities,address,country
72,Caruso's Accommodation,2.5,Average,"['Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Microwave', 'Refrigerator in room']",719 Geikie Street Alberta,Canada
79,Belles Mountain Chalet,4.5,Excellent,"['Free High Speed Internet (WiFi)', 'Kitchenette']",116 Geikie Street Alberta,Canada
80,Chalet Patricia,4.5,,[],310 Patricia Alberta,Canada
81,Castle Guest House,4,Very good,['Free High Speed Internet (WiFi)'], ,Canada
82,Bjorn s Beds,4.5,Excellent,[],802 Tonquin Street Alberta,Canada
83,A&A Accommodation,4,Very good,"['Free parking', 'Non-smoking hotel', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms']",110 Conaught Drive Alberta,Canada
84,Jasper Mountain Suites,4,Very good,"['Free High Speed Internet (WiFi)', 'Pool', 'Free parking', 'Bar/Lounge', 'Non-smoking hotel', 'Public Wifi', 'Minibar', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms']",226 Colin Crescent ,Canada
85,Shovel Pass Lodge,,,[], Alberta,Canada
86,De Rock Arch Place,4.5,Excellent,[],823 Geikie Street Alberta,Canada
87,Grizzly's Den Bed and Breakfast,,,[],727 Patricia Street Alberta,Canada
88,Mountain Mist B&B,4.5,Excellent,[],809 Miette Avenue Alberta,Canada
89,Rainees Rooms B&B,4.5,Excellent,['Public Wifi'],6 Aspen Crescent ,Canada
90,Angela's Accommodation B&B,4,Very good,"['Free High Speed Internet (WiFi)', 'Refrigerator in room']",19 Patricia Circle Alberta,Canada
91,Roony's Accommodations,4,,[],1114 Patricia Crescent Alberta,Canada
92,Alpine Meadows Suite,4.5,Excellent,[],1210 Cabin Creek Dr Alberta,Canada
93,Colin House,5,,[],214 Colin Crescent Alberta,Canada
94,Creekside Accommodation,3.5,,[],1232 Cabin Creek Drive Alberta,Canada
95,Mountain Memories,4,,[],712 Connaught Drive Alberta,Canada
96,304 Geikie Street,4.5,,[],304 Geikie Street ,Canada
97,Hayward House,4,,[],736 Patricia Street Alberta,Canada
98,Brewster Accommodation,5,,[], Alberta,Canada
99,Evergreen Guest House,3,,[],907 Pyramid Lake Road Alberta,Canada
100,Birks Bed & Breakfast,,,[],739 Patricia St. Alberta,Canada
101,Geikie Suites,,,[],309 Geikie St Alberta,Canada
113,Mountain Side Suites,,,[],1203 Cabin Creek Drive Alberta,Canada
117,Greenwood Lodge,4.5,Excellent,"['Free High Speed Internet (WiFi)', 'Free parking', 'Non-smoking hotel', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette']",104 Geikie Street Alberta,Canada
120,Coast Canmore Hotel & Conference Centre,,,[],511 Bow Valley Trail Canmore Alberta,Canada
121,Best Western Pocaterra Inn,4.5,Excellent,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Breakfast included', 'Spa', 'Banquet Room', 'Business Centre with Internet Access', 'Children Activities (Kid / Family Friendly)', 'Conference Facilities', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Sauna', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Family Rooms', 'Non-smoking rooms', 'Suites']",1725 Bow Valley Trail Canmore Alberta,Canada
122,Falcon Crest Lodge by CLIQUE,,,[],190 Kananaskis Way Canmore Alberta,Canada
123,Rocky Mountain Ski Lodge,,,[],1711 Bow Valley Trail Canmore Alberta,Canada
124,Super 8 by Wyndham Canmore,5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Fitness Centre with Gym / Workout Room', 'Business Centre with Internet Access', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Wheelchair Access', 'Air conditioning', 'Kitchenette', 'Non-smoking rooms', 'Suites']",1506 Bow Valley Trail Canmore Alberta,Canada
126,Stoneridge Mountain Resort by CLIQUE,4.5,Excellent,"['Pool', 'Fitness Centre with Gym / Workout Room', 'Free parking', 'Free High Speed Internet (WiFi)', 'Banquet Room', 'Business Centre with Internet Access', 'Heated pool', 'Hot Tub', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Outdoor pool', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",30 Lincoln Park Canmore Alberta,Canada
127,Silver Creek Lodge,4,Very good,"['Free parking', 'Restaurant', 'Fitness Centre with Gym / Workout Room', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Spa', 'Hot Tub', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",1818 Mountain Ave Canmore Alberta,Canada
128,Copperstone Resort by CLIQUE,4.5,Excellent,"['Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Free parking', 'Dry Cleaning', 'Hot Tub', 'Laundry Service', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",250 2 Ave Alberta,Canada
129,Lady Macdonald Country Inn,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Golf Course', 'Non-smoking hotel', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms']",1201 Bow Valley Trail Canmore Alberta,Canada
130,Creekside Villa,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Meeting rooms', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms', 'Suites']",709 Benchlands Trail Canmore Alberta,Canada
131,Rundle Cliffs Luxury Mountain Lodge,4.5,Excellent,"['Fitness Centre with Gym / Workout Room', 'Free parking', 'Free High Speed Internet (WiFi)', 'Golf Course', 'Hot Tub', 'Non-smoking hotel', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",375 Spring Creek Dr Canmore Alberta,Canada
132,The Howling Wolf Bed & Breakfast,5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Golf Course', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Sauna', 'Refrigerator in room', 'Non-smoking rooms']",506 2 St Canmore Alberta,Canada
133,A Bear and Bison Canadian Country Inn,5,Excellent,"['Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Hot Tub', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms']",705 Benchlands Trail Canmore Alberta,Canada
134,Quality Resort Chateau Canmore,3,Average,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Fitness Centre with Gym / Workout Room', 'Banquet Room', 'Conference Facilities', 'Golf Course', 'Heated pool', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Sauna', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",1718 Bow Valley Trail Canmore Alberta,Canada
135,Grande Rockies Resort - Bellstar Hotels & Resorts,3.5,Very good,"['Pool', 'Fitness Centre with Gym / Workout Room', 'Free parking', 'Free High Speed Internet (WiFi)', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Self-Serve Laundry', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",901 Mountain St Canmore Alberta,Canada
136,Days Inn by Wyndham Canmore,4,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Restaurant', 'Fitness Centre with Gym / Workout Room', 'Breakfast included', 'Breakfast Available', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms']",1602 2 Ave Canmore Alberta,Canada
137,Basecamp Lodge,4,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Concierge', 'Conference Facilities', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms']",1002 Bow Valley Trail Canmore Alberta,Canada
138,Basecamp Resorts,4,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Hot Tub', 'Multilingual Staff', 'Non-smoking hotel', 'Self-Serve Laundry', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",1102 Bow Valley Trail Canmore Alberta,Canada
139,The Lodges at Canmore,3.5,Very good,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Heated pool', 'Hot Tub', 'Laundry Service', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",107 Montane Rd Canmore Alberta,Canada
140,HI-Canmore/Alpine Club of Canada,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Suites']",201 Indian Flats Road Canmore Alberta,Canada
141,Canadian Rockies Chalets,3.5,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Hot Tub', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Microwave', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",1206 Bow Valley Trail Canmore Alberta,Canada
142,Mystic Springs Chalets & Hot Pools,4,Very good,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Spa', 'Banquet Room', 'Business Centre with Internet Access', 'Children Activities (Kid / Family Friendly)', 'Concierge', 'Heated pool', 'Hot Tub', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Tennis Court', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",140 Kananaskis Way Canmore Alberta,Canada
143,Solara Resort & Spa - Bellstar Hotels & Resorts,4,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Pool', 'Spa', 'Banquet Room', 'Business Centre with Internet Access', 'Children Activities (Kid / Family Friendly)', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",187 Kananaskis Way Canmore Alberta,Canada
144,Georgetown Inn,4.5,Excellent,"['Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Air conditioning', 'Non-smoking rooms', 'Suites']",1101 Bow Valley Trail Canmore Alberta,Canada
145,Blackstone Mountain Lodge by CLIQUE,,,[],170 Kananaskis Way Canmore Alberta,Canada
146,Lamphouse Hotel,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Laundry Service', 'Multilingual Staff', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms']",610 8th Street Canmore Alberta,Canada
147,Canmore Inn & Suites,3.5,Very good,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Family Rooms', 'Non-smoking rooms', 'Suites']",1402 Bow Valley Trail Canmore Alberta,Canada
148,Canmore Rocky Mountain Inn,4,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Laundry Service', 'Non-smoking hotel', 'Public Wifi', 'Sauna', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms']",1719 Bow Valley Trail Canmore Alberta,Canada
149,The Malcolm Hotel by Clique,4.5,Excellent,"['Pool', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Free parking', 'Fitness Centre with Gym / Workout Room', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Conference Facilities', 'Hot Tub', 'Meeting rooms', 'Non-smoking hotel', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Accessible rooms', 'Non-smoking rooms', 'Suites']",321 Spring Creek Dr Canmore Alberta,Canada
151,Windtower Lodge & Suites,3.5,Very good,"['Fitness Centre with Gym / Workout Room', 'Free High Speed Internet (WiFi)', 'Restaurant', 'Bar/Lounge', 'Breakfast included', 'Banquet Room', 'Conference Facilities', 'Hot Tub', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",Wind Tower 100-160 Kananaskis Way Canmore Alberta,Canada
152,The Drake Inn,,,[],909 Railway Ave Canmore Alberta,Canada
153,Mountain View Inn,3,Average,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Accessible rooms', 'Non-smoking rooms']",100 Kananaskis Way Canmore Alberta,Canada
154,Fire Mountain Lodge,3.5,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Concierge', 'Dry Cleaning', 'Hot Tub', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Air conditioning', 'Microwave', 'Kitchenette', 'Non-smoking rooms', 'Suites']",121 Kananaskis Way Canmore Alberta,Canada
155,Rundle Mountain Lodge,2.5,Average,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Suites']",1723 Bow Valley Trail Canmore Alberta,Canada
156,Big Horn Motel,2.5,Average,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Refrigerator in room', 'Accessible rooms', 'Non-smoking rooms']",#1 - Trans Canada Highway at Deadman's Flat Alberta,Canada
157,Fenwick Vacation Rentals,1,,[],140 Kananaskis Way ,Canada
158,Beautiful Mountain Condo,,,[],1200 Harvie Heights Rd ,Canada
159,Inn of the Rockies,3.5,Very good,"['Free parking', 'Pool', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Multilingual Staff', 'Non-smoking hotel', 'Public Wifi', 'Sauna', 'Self-Serve Laundry', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Suites']",1200 Harvie Heights Rd Canmore Alberta,Canada
160,WorldMark Canmore-Banff,4.5,Excellent,"['Pool', 'Fitness Centre with Gym / Workout Room', 'Free parking', 'Business Centre with Internet Access', 'Children Activities (Kid / Family Friendly)', 'Heated pool', 'Hot Tub', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Outdoor pool', 'Paid Wifi', 'Sauna', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",91 Three Sisters Dr Canmore Alberta,Canada
161,Ambleside Lodge Bed and Breakfast,,,[],123 Rundle Cres Canmore Alberta,Canada
162,Paintbox Lodge,5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms', 'Suites']",629 10 St Canmore Alberta,Canada
163,Banff Gate Mountain Resort,3.5,Very good,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Banquet Room', 'Business Centre with Internet Access', 'Children Activities (Kid / Family Friendly)', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Paid Wifi', 'Public Wifi', 'Sauna', 'Self-Serve Laundry', 'Tennis Court', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",302 George Biggy Sr Rd Alberta,Canada
164,Sunset Resorts Canmore,3.5,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Laundry Service', 'Non-smoking hotel', 'Self-Serve Laundry', 'Wheelchair Access', 'Microwave', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",109-1151 Sidney St Canmore Alberta,Canada
165,The Summit at Grande Rockies,4,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Pool', 'Restaurant', 'Bar/Lounge', 'Spa', 'Children Activities (Kid / Family Friendly)', 'Hot Tub', 'Indoor pool', 'Non-smoking hotel', 'Self-Serve Laundry', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Suites']",901 Mountain St 4th Floor Canmore Alberta,Canada
166,Canmore Crossing,4,Very good,"['Free parking', 'Fitness Centre with Gym / Workout Room', 'Children Activities (Kid / Family Friendly)', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Kitchenette', 'Non-smoking rooms', 'Suites']",1120 Railway Ave Canmore Alberta,Canada
167,Grand Canadian Resort Vacation Club,3.5,Very good,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Non-smoking hotel', 'Sauna', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",91B Three Sisters Dr Canmore Alberta,Canada
168,Avens Renaissance Bed and Breakfast,5,,[],252 Lady Macdonald Dr ,Canada
169,Yamnuska Suites,3.5,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Suites']",250 1 Ave Alberta,Canada
